command,text_orig,key,is_skippable,fit_mode,intro,volume,delay,time,x,y,alignment,size,width,a,r,g,b,afrom,rfrom,gfrom,bfrom,fadetime,block,effect,keep,initamount,amount,image,tiled,name,xScale,yScale,crossfade,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,xstrength,ystrength,vibrato,randomness,fadeout,Delay,height,initr,screenadapt,name2,focus,index,text,jp_text,jp_name,text_match
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,False
stopmusic,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,,,,False
delay,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,False
subtitle,龙门的攻防战，至此画下句点。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,,,,False
subtitle,仿佛根本没有胜利者，也没有失败者。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,,,,False
subtitle,只有各自了却了心愿的人，各自奔向不同的地方。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,False
playmusic,,$warm_loop,,,$warm_intro,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,,,,False
image,,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,bg_8_babel3,,,1,1,,,,,,,,,,,,,,,,,,,,,,538,,,,False
blocker,,,,,,,,,,,,,,0,,,,,,,,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,False
name,博士......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,541,博士......,ドクター……,アーミヤ,True
name,不想说话吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,542,不想说话吗？,話したくないのですか？,アーミヤ,True
name,......我明白的。在这些时间里发生太多事了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,543,......我明白的。在这些时间里发生太多事了。,……わかります。この間にたくさんのことがありましたから。,アーミヤ,True
name,但是，有博士在这里，我很......我很开心。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,544,但是，有博士在这里，我很......我很开心。,でも、ドクターがここにいてくれて、私はとても……嬉しいです。,アーミヤ,True
name,有些事情我们一个人是做不到的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,545,有些事情我们一个人是做不到的。,一人ではできないこともあります。,アーミヤ,True
name,罗德岛......无论前方是什么样的阴霾等着我们，罗德岛也会继续前行。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,546,罗德岛......无论前方是什么样的阴霾等着我们，罗德岛也会继续前行。,ロドス……どんな暗雲が前にあろうとも、ロドスは進み続けます。,アーミヤ,True
name,并且，无论这片大地上还有多少冰冷的故事......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,547,并且，无论这片大地上还有多少冰冷的故事......,そして、この大地にどれほど冷たい物語があっても……,アーミヤ,True
name,......我也相信博士的心是温暖的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,548,......我也相信博士的心是温暖的。,……私はドクターの心が温かいと信じています。,アーミヤ,True
name,欢迎回家，博士。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,549,欢迎回家，博士。,おかえりなさい、ドクター。,アーミヤ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,,,,False
image,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,,,,False
subtitle,对抗整合运动的每一场战斗你都能回想起来。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,,,,False
subtitle,但是你还是没办法回想起最应该回想起的事情。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,,,,False
subtitle,那些过去的事情，那些罗德岛的事情。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,False
subtitle,那些你真正能做的事情。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,False
subtitle,你知道，未来，还有更多的路要走。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,,,,False
subtitle,而，这仅仅只是个开始。,,,,,,0.04,,300,370,left,24,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,False
blocker,,,,,,,,,,,,,,1,0,0,0,,,,,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,,,,False
