command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,effect,amount,keep,volume,time,slot ,duration,isblock,name,end,layer,id,x,y,alignment,size,delay,width,xstrength,ystrength,vibrato,randomness,fadeout,loop,channel,options,values,references,slot,posfrom,posto,afrom,ato,intro,focus,xScale,yScale,xFrom,xTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,imagegroup,solidwidth,solidheight,duration ,ease,type,from,to,style,sfrom,sto,sduration,option_number,index,text,jp_text,jp_name,text_match
imagetween,,,,,,,,,,false,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-50,,,,,,,,,,,,,,,,,0,379,,,,False
playsound,,$d_avg_snowstormflp,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,true,sn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,380,,,,False
soundvolume,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,sn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,,,,False
blocker,,,,,0,0,0,0,4,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,,,,False
image,,,,,,,,,2,,avg_ac8mi_sidebyside_dusk,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,,,,False
imagetween,,,,,,,,,,false,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1,1,,,,,,,,,,,,,0,388,,,,False
delay,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,390,,,,False
stopsound,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,sn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,,,,False
musicvolume,,,,,,,,,3,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,392,,,,False
playmusic,,$m_sys_act1mainss_loop,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$m_sys_act1mainss_intro,,,,,,,,,,,,,,,,,,,,,,0,393,,,,False
musicvolume,,,,,,,,,4,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,394,,,,False
blocker,,,,,1,0,0,0,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,395,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,397,,,,False
subtitle,不知不觉，我好像已经习惯了有人在我身边来帮助我、引导我。,,,,,,,,,,,,,,,,,,,,,,,,300,350,center,24,0.04,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,,,,False
subtitle,直到现在，我终于可以确定自己要做的事情。,,,,,,,,,,,,,,,,,,,,,,,,300,350,center,24,0.04,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,399,,,,False
subtitle,无论怎样，这条路我会继续走下去。我不会放弃希望。,,,,,,,,,,,,,,,,,,,,,,,,300,350,center,24,0.04,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,,,,False
subtitle,可是......,,,,,,,,,,,,,,,,,,,,,,,,300,350,center,24,0.04,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,401,,,,False
subtitle,......你呢？,,,,,,,,,,,,,,,,,,,,,,,,300,350,center,24,0.04,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,402,,,,False
subtitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,,,,False
musicvolume,,,,,,,,,2,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,405,,,,False
cameraeffect,,,,,,,,,,,,,Grayscale,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,,,,False
background,,,,,,,,,,,60_g13_rhodesdeck_origin,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,407,,,,False
playsound,,$d_avg_humanchange,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,408,,,,False
delay,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_1037_amiya3_1#5$3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,411,,,,False
name,凯尔希医生——！,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,凯尔希医生——！,ケルシー・ドクター――！ですます調でお話ししますね。,アーミヤ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,413,,,,False
charslot,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,0,414,,,,False
decision,......凯尔希......？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,......凯尔希......？,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,415,......凯尔希......？,……ケルシー……？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,416,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,,,,False
blocker,,,,,1,0,0,0,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,418,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,419,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,420,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,,,,False
playsound,,$d_avg_kaltswhoosh,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,,,,False
gridbg,,,,,,,,,0,,,,,,,,,,,,,,,,-640,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60_i12_1_L1/60_i12_1_R1/60_i12_1_L2/60_i12_1_R2,1280/1280/1280/1280,720/720/720/720,,,,,,,,,,0,423,,,,False
blocker,,,,,0,0,0,0,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,424,,,,False
largebgtween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1,1,,,,2,"InQuart"", block = false",,,,,,,,0,425,,,,False
delay,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,426,,,,False
focusout,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lbg,0,1,,,,,0,427,,,,False
largebgtween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5,"0.5, block = false",,,,1.5,,,,,,,,,0,428,,,,False
focusout,,,,,,,,,,,,,,,,,,,1.5,,,,,cgitem_60_i12_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgitem,0,0.75,,,,,0,429,,,,False
cgitem,,,,,,,,,,,cgitem_60_i12_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cg,3,1,"1.5, pfrom = ""-900,-600"", pto = ""-200,-130"", pduration = 1.5, layer = 1",0,430,,,,False
delay,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,,,,False
focusout,,,,,,,,,,,,,,,,,,,1.2,,,,,cgitem_60_i12_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgitem,0,0.8,,,,,0,432,,,,False
cgitem,,,,,,,,,,,cgitem_60_i12_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cg,3.5,1.2,"1.2, pfrom = ""1200,-400"", pto = ""230,-100"", pduration = 1.2, layer = 2",0,433,,,,False
delay,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,,,,False
cgitem,,,,,,,,,,,cgitem_60_i12_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cg,3,1.8,"0.4, pfrom = ""80,-500"", pto = ""80,-250"", pduration = 0.4, afrom = 0, ato = 1, aduration = 0.1, layer = 3",0,435,,,,False
delay,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,,,,False
cgitem,,,,,,,,,,,cgitem_60_i12_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cg,,"1.8, pfrom = ""80,-250"", pto = ""80,-300"", pduration = 0.5, afrom = 1, ato = 0, aduration = 0.8, layer = 3",,0,437,,,,False
playsound,,$d_avg_cloakmovement,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,439,,,,False
blocker,,,,,1,0,0,0,0.3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,440,,,,False
focusout,,,,,,,,,,,,,,,,,,,0.1,,,,,60_i12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cg,1,0,,,,,0,441,,,,False
hidecgitem,,,,,,,,,,,cgitem_60_i12_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,442,,,,False
hidecgitem,,,,,,,,,,,cgitem_60_i12_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,443,,,,False
hidecgitem,,,,,,,,,,,cgitem_60_i12_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444,,,,False
image,,,,,,,,,0,,60_i12_2,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,,,,,,,,,,,,,,,,,,,0,445,,,,False
imagetween,,,,,,,,,,false,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,1,1,,,,,,,,,,,,,0,446,,,,False
delay,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,447,,,,False
playsound,,$d_avg_smkedspte,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,,,,False
blocker,,,,,0,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,449,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,450,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,451,,,,False
stopmusic,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,452,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,453,,,,False
blocker,,,,,1,0,0,0,4,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,,,,False
charslot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,455,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,457,,,,False
