command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,name,time,duration,xstrength,ystrength,vibrato,randomness,fadeout,options,values,references,effect,keep,amount,afrom,rfrom,gfrom,bfrom,name2,focus,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,option_number,index,text,jp_text,jp_name,text_match
name,不。不......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,575,,,,False
name,不。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,576,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,577,,,,False
camerashake,,,,,,,,,,false,,,,,,,0.4,0,8,30,30,true,,,,,,,,,,,,,,,,,,,,,0,578,,,,False
name,阿米娅？！你不可以......？！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,579,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,580,,,,False
name,对，对不起！但，但凯尔希医生......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,581,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,582,,,,False
name,我听说，过去，萨卡兹的君主，将愿景与抚慰，作为赏赐。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,583,,,,False
name,他们的功臣，能见宏伟高墙，或是已逝挚爱——,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,584,,,,False
name,无数战士，为此幻境，奋战不息。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,585,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,586,,,,False
name,我只是，我只是......爱国者先生，我不想......不想......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,587,,,,False
name,......你生命的最后......明明不该这样凄惨！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,588,,,,False
name,我看到......我看到了，我看到你两百多年......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,589,,,,False
name,不断地战斗......不断地战斗，失去，失去......失去了一切......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,590,,,,False
name,我不想......我不想这就是你的......结局！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,591,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,592,,,,False
name,我的，结局？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,593,,,,False
name,......不。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,594,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,595,,,,False
name,我本想让你有个......更好的......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,596,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,597,,,,False
name,不！,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,598,,,,False
name,我的结局，怎么能由，别人给予！,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,599,,,,False
name,幻觉？不！那不是结局！,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,600,,,,False
name,如果悲惨，那就悲惨。如果愚蠢，那就愚蠢！,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,601,,,,False
name,这是，我的结局。是我......应得结局。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,602,,,,False
name,我活过，反抗过，失败过。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,603,,,,False
name,已经，够了。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,604,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,605,,,,False
name,为什么，为什么......为什么就够了？,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,606,,,,False
name,没有人该这样失去一切！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,607,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,608,,,,False
name,......你还是个，小孩子。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,609,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,610,,,,False
name,我不是什么孩子！我已经战斗了无数次！,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,611,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,,False
name,......好结局，从不理所应当。孩子，才相信童谣。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,613,,,,False
name,你和我的女儿，都只是，相信童谣的孩子。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,614,,,,False
name,我说霜星那些，太重了......太重了。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,615,,,,False
name,我不同意，她的观点。她只是......年幼的孩子。只是，年幼的孩子。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,616,,,,False
name,矿石病，奴隶主，这片大地......竟容不得，一个孩子。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,617,,,,False
name,塔露拉送她，去死。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,618,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,619,,,,False
name,那为什么我们不能一同去对抗塔露拉——,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,620,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,621,,,,False
name,你能，带给我什么？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,622,,,,False
name,塔露拉，曾经带给我的，你甚至还，做不到。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,623,,,,False
name,之后，你又会，变成什么样子？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,624,,,,False
name,这就是命运。我尝到，太多滋味。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,625,,,,False
name,我决不向命运，低头。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,626,,,,False
name,即使命运，每次都赐我，相同结局......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,627,,,,False
name,我也宁可，每日与它缠斗，直至太阳，再次升起。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,628,,,,False
name,但是......你也许能改变。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,629,,,,False
name,我与命运抗争，无数年......终归，还是，没能胜过。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,630,,,,False
name,但你......你也许，不同......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,631,,,,False
name,你真有资格，继承那位殿下？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,632,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,633,,,,False
name,啊......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,634,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,635,,,,False
name,你真有能力，活着离开这里？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,636,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,637,,,,False
name,......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,638,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,639,,,,False
name,你真有胆识，踏进无边荒原？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,640,,,,False
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,641,,,,False
name,我一个人是不可能的。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,642,,,,False
name,但是我不是一个人。,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,643,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,644,,,,False
name,也许......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,645,,,,False
name,这一切......都属于你们。只有你们......去做。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,646,,,,False
name,那个......整合运动的，暴君，命运......你们自己......去推翻。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,647,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,648,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,649,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,650,,,,False
,等等。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,651,,,,False
,不对。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,652,,,,False
,凯尔希抬眼望向阴沉的天空。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,653,,,,False
,我在哪里见过这些？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,654,,,,False
,难道说......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,655,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,656,,,,False
name,阿米娅......阿米娅......？,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,657,,,,False
name,萨卡兹的预言来自种群记忆的全面融合。源石多生区域发生的源石能量爆发......核心城恰好遭遇了天灾。,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,658,,,,False
name,祭坛......阿米娅......温迪戈......魔王？！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,659,,,,False
name,等等，如果这能直接影响到......不可能！古老的温迪戈最后的血脉直接贯通了萨卡兹的整支族群吗？！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,660,,,,False
name,这个预言......这个预言？！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,661,,,,False
name,雪？“食人”的博卓卡斯替和所有祭坛发生了共鸣？！还有我刚才施加的......温迪戈的回魂......！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,662,,,,False
name,各位干员！！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,663,,,,False
name,无论他说什么......无论博卓卡斯替说了些什么！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,664,,,,False
name,【一个字也不要信！】,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,665,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,666,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,667,,,,False
,温迪戈忽然开口，沙哑的声音似乎传遍了整个中央区。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,668,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,669,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,670,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,671,,,,False
,我见诸城，满目疮痍。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,672,,,,False
,我见源石，遍布大地。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,673,,,,False
,我见你，头顶黑冠，将千万生灵，熬成回忆。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,674,,,,False
,我见魔王，将所有种群，尽数奴役。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,675,,,,False
character,,,,,,,,,,,,,,,avg_npc_058,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,676,,,,False
name,啊......？！,,,,,,,,,,,,,,盾卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,677,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,678,,,,False
name,......什......么？,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,679,,,,False
name,不可能......不......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,680,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,681,,,,False
name,爱国者！预言是不可信的！那只是源石技艺的生理性残留！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,682,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,683,,,,False
name,但......但我知晓......所有预言......全都实现。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,False
name,我也正死在，魔王之手。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,685,,,,False
name,......勋爵。不。勋爵。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,686,,,,False
character,,,,,,,,,,,,,,,char_003_kalts_1#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,687,,,,False
name,博卓卡斯替！！你不是用一生反抗了命运吗！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,688,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,689,,,,False
name,年幼的，魔王......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,690,,,,False
name,......你，你......,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,691,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,692,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,693,,,,False
,会是大地上最可怖的灾难。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,694,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,695,,,,False
delay,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,696,,,,False
,她必须死！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,697,,,,False
,否则，这片大地就会死去！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,698,,,,False
character,,,,,,,,,,,,,,,avg_npc_025_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,699,,,,False
name,不能让你，活在世上。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,700,,,,False
name,你大可恨我。,,,,,,,,,,,,,,爱国者,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,701,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,702,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,703,,,,False
,铠甲的碰撞声传入你的耳中。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,704,,,,False
,已经浑身碎裂的怪物，突然向阿米娅伸出了手。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,705,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,706,,,,False
stopmusic,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,707,,,,False
name,——阿米娅！,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,708,,,,False
name,小，小心！,,,,,,,,,,,,,,迷迭香,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,709,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,710,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,711,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,712,,,,False
image,,,,,,,,,0,,avg_7_13,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.86,0.86,,,,,0,713,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,714,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,715,,,,False
image,,,,,,,,,0,,avg_7_14,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.86,0.86,,,,,0,716,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,717,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,718,,,,False
image,,,,,,,,,0,,avg_7_15,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.86,0.86,,,,,0,719,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,720,,,,False
name,......,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,721,,,,False
,卡特斯女孩没有闪躲。死亡的阴影袭上了她被硝烟染黑的面庞，她没有挪步，没有惊叫，仅仅是直视着爱国者的双眼。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,722,,,,False
,如同想要望进他的灵魂。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,723,,,,False
,于此同时，沉重的黑色利剑与闪烁着不详光芒的能量束，飞速地刺入了巨人那具不死之躯，却也依然没能撼动他分毫。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,724,,,,False
,就在爱国者即将捏碎黑衣女孩的头颅时......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,725,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,726,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,727,,,,False
image,,,,,,,,,0,,avg_7_16,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,,,,,0,728,,,,False
imagetween,,,,,,,,,,false,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,1,1,0.87,0.87,0,729,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,730,,,,False
,温迪戈的动作，戛然而止。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,731,,,,False
,似乎有什么从他头盔中悄然滴落。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,732,,,,False
,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,733,,,,False
,一分钟过去了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,734,,,,False
,在这漫长的一分钟里，除了移动城市的隆隆声外，你什么也听不见。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,735,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,736,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,737,,,,False
image,,,,,,,,,0,,avg_7_17,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.86,0.86,,,,,0,738,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,739,,,,False
,你意识到，面前的怪物已经死了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,740,,,,False
,一步也不曾后退。一秒也没有放弃。即使如此，死亡还是停下了他一生的行军。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,741,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,742,,,,False
blocker,,,,,,,,,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,743,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,744,,,,False
